ASSOCIATIONTYPE,FROMFEATURECLASS,FROMASSETGROUP,FROMASSETTYPE,FROMGLOBALID,FROMTERMINAL,TOFEATURECLASS,TOASSETGROUP,TOASSETTYPE,TOGLOBALID,TOTERMINAL,ISCONTENTVISIBLE
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{7A1320AA-FFB0-4527-8047-D2970495A55E},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{5FA664F7-1B0F-4140-A354-EB85CB46C74F},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{7A1320AA-FFB0-4527-8047-D2970495A55E},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{3669085B-1D3C-4EB6-BE99-358103CBD518},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{7A04D1DB-F4DA-4E31-A7DB-5E373D54D7C1},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{F70428E7-6018-4F18-A5E4-E31EAA04E62C},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{7A04D1DB-F4DA-4E31-A7DB-5E373D54D7C1},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{D8922393-2AC5-4324-888E-18B8C34E32D3},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{7A04D1DB-F4DA-4E31-A7DB-5E373D54D7C1},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{9D2D9A6D-97E3-4D0C-A7F4-2F0FBFDE589F},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{7A04D1DB-F4DA-4E31-A7DB-5E373D54D7C1},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{59642D6C-5909-4022-9C73-141776620AB3},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{7A04D1DB-F4DA-4E31-A7DB-5E373D54D7C1},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{1E8C3D39-34DA-47DC-A389-40C677477BB5},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{06906D76-96E4-4A9F-AA6E-467527DDDFC7},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{92BBF9BA-C617-4A8E-9FAE-2BC7F3345235},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{06906D76-96E4-4A9F-AA6E-467527DDDFC7},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{18EE38FD-FFA5-4A3A-B4FD-AFFCD74487EF},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{977A6961-D333-42A0-B9CA-A0E84D4D4167},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{F43B26B6-44EC-4A62-B590-42EDC58D123E},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{977A6961-D333-42A0-B9CA-A0E84D4D4167},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{29CA056F-7D7B-4BB0-B514-83BA3BB0573B},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{977A6961-D333-42A0-B9CA-A0E84D4D4167},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{02CC3AAB-C9CB-4E5F-84ED-C9CA7739CB6E},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{304B3F3D-9A2D-44E2-828F-B8FC961540EB},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{D8919AF5-A8F1-4B6D-8764-313C9CD20B20},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{304B3F3D-9A2D-44E2-828F-B8FC961540EB},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{6D0ACDB6-01B2-4FCE-B581-DE8D7F229B37},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{304B3F3D-9A2D-44E2-828F-B8FC961540EB},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{0F1265F0-AC25-41AB-9CC5-E67E514B3947},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{DC5B3D76-9041-43C1-B05B-F9220D128F8B},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{CAAF4B30-4A3D-4547-BEA9-A76711E7A68B},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{B3DB655D-3799-47BC-AA30-E0CD425760A0},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{7C296014-17F6-4D52-97BE-3044BC0CA2BE},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{3C2EE21E-ECC1-49C0-8116-2170EE1624C5},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{FE79FB0B-7DF0-4193-A133-04172DB17E5A},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{3C2EE21E-ECC1-49C0-8116-2170EE1624C5},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{E1B26BC6-6E5D-470C-8BAB-8464385866CD},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{3C2EE21E-ECC1-49C0-8116-2170EE1624C5},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{8AB5FABF-75D9-4FE2-BF8B-1155A2A729AC},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{3C2EE21E-ECC1-49C0-8116-2170EE1624C5},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{70E64D26-C8E9-41DF-8EAA-9CEC7ED20CB2},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{3C1940DC-CE40-488C-BBCB-F553418E38DB},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{C49425F9-BEBA-489A-88BA-A4F7930911C2},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{3C1940DC-CE40-488C-BBCB-F553418E38DB},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{97BFC8B0-3DD8-4BF2-BED4-AD2E41ADAEBA},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{3C1940DC-CE40-488C-BBCB-F553418E38DB},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{1EC21E07-F1EA-4BED-AB5F-3C4BD22D3827},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{30096B25-7F81-49F1-A12F-244A4BA57F55},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{F9D1892E-6AAC-4465-8321-D9EF9E39F1A1},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{7A9C6522-1AD4-44FD-813A-CA6DED75EEFE},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{B4D78A98-0D05-4F2D-8C97-9422E29B5F1F},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{7A9C6522-1AD4-44FD-813A-CA6DED75EEFE},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{9BF3C278-0716-4A0C-8D9B-663CA1D8FBC2},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{B27FCA7F-861E-4603-AE36-01BD7C926959},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{A0FDE5C8-ED38-4C4E-9D45-B69194A6133B},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{C1C62660-3F64-44D2-A346-372AE6C10A50},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{7B4F11BB-2E33-4BC7-A329-3B77799AFA8E},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{1AB5F9BD-3359-4E75-8EF5-9B53A9375CBF},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{FC1F8D17-6CFC-403E-9D27-D959FB5DC396},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{1AB5F9BD-3359-4E75-8EF5-9B53A9375CBF},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{4DBF769A-49D2-4069-8642-D00266A9EB8B},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{1AB5F9BD-3359-4E75-8EF5-9B53A9375CBF},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{2CC76510-E14D-4D53-B875-470688AFA5AB},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{2C802D16-D3DF-4608-A004-A6A9138E8CD7},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{179EDA93-2453-49A9-8F28-F8CE4F03068F},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{A21BD814-0606-4E76-B4BF-AEC9B34A7269},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{BC96B5DE-364E-47AA-9B69-95551674E8C0},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{2C802D16-D3DF-4608-A004-A6A9138E8CD7},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{BA0F1720-E356-45CB-9002-699DCC86C5AE},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{7DF420B2-2E1B-4778-A684-D979DFC57A51},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{A9E4F49B-0209-4BE7-8C01-0D7DD983CD2A},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Single Phase,{E733CB9F-79DA-4D77-81CA-6B995DF7C72E},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{1BAA2C6A-D5F3-4109-A13F-EDA1656478EC},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Recloser,Overhead Three Phase,{04571C36-1CA5-48E9-8535-2826BDC150C5},Source,ElectricDistributionJunction,Line End,Medium Voltage Three Phase Line End,{73CC19ED-818E-4389-ACE7-72C596683A24},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Overhead Single Phase,{2CEE0BFB-71E7-4825-AFC1-7F26E8077B58},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{B8440266-D5F3-49C1-BCC2-8324EE7A8C50},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Fuse,Overhead Cutout Fuse Load Breaking,{D40AE2A5-F404-4804-A1CC-8BE8C9080379},Single Terminal,ElectricDistributionDevice,Transformer,Overhead Single Phase,{2CEE0BFB-71E7-4825-AFC1-7F26E8077B58},High,
Junction Junction Connectivity,ElectricDistributionDevice,Fuse,Underground Three Phase Load Break Elbow,{5A3D55A1-FF60-4D8B-9251-6CD06B1EE898},Single Terminal,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{7739AFE7-9DED-4009-B3D4-0F9A8FB15D90},High,
Junction Junction Connectivity,ElectricDistributionDevice,Fuse,Underground Three Phase Load Break Elbow,{86DD6548-99F8-450D-8792-681D0974FD9B},Single Terminal,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{16642678-6411-454C-B4FB-3FBE0B2D1B5B},High,
Junction Junction Connectivity,ElectricDistributionDevice,Fuse,Underground Three Phase Load Break Elbow,{F58FDCEF-73A3-4192-9424-54F74AF1F54D},Single Terminal,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{CCE0A21A-0BB0-4D63-87AC-FD6087B6A961},High,
Junction Junction Connectivity,ElectricDistributionDevice,Fuse,Underground Three Phase Load Break Elbow,{20861C37-8A60-4A7E-B235-697081BB4AE4},Single Terminal,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{A88D3698-F0D8-4A0D-9521-F868F1350EA3},High,
Junction Junction Connectivity,ElectricDistributionDevice,Fuse,Underground Three Phase Load Break Elbow,{45B19595-3899-45A2-9B7B-341596CBE1EA},Single Terminal,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{87FBD490-0F38-4D80-A02A-6A3211554927},High,
Junction Junction Connectivity,ElectricDistributionDevice,Fuse,Underground Three Phase Load Break Elbow,{B2C8A70E-9EF6-4121-8EAB-24EF91B84EA5},Single Terminal,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{C1FEA924-4417-4DD3-8CE3-B640DED509A2},High,
Junction Junction Connectivity,ElectricDistributionDevice,Fuse,Underground Three Phase Load Break Elbow,{4C4C8301-9846-4F90-BEDB-62B89338DDE4},Single Terminal,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{A4AAE69F-F8CB-4056-BE7A-D894B84494AB},High,
Junction Junction Connectivity,ElectricDistributionDevice,Fuse,Underground Three Phase Load Break Elbow,{5D4EF88E-3776-4CD2-8094-0C0773CCA35B},Single Terminal,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{D46C7D94-1BE7-494D-AC64-4EA6E659BDB0},High,
Junction Junction Connectivity,ElectricDistributionDevice,Fuse,Underground Three Phase Load Break Elbow,{9880EA54-3F4B-4ACA-80A9-8CA1C14499CA},Single Terminal,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{749978AD-0216-4C3C-AC49-C7BED454D6A6},High,
Junction Junction Connectivity,ElectricDistributionDevice,Fuse,Underground Three Phase Load Break Elbow,{032BE3FA-9A6F-461F-BE07-A36907C7D10E},Single Terminal,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{DFA5A968-D55B-488F-B402-C72882C2718A},High,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{EC9B9212-C2BC-4D06-82E2-5E61FE9D6F08},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{81CFD4C0-4037-406E-A0BE-69D71C29997C},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{EC9B9212-C2BC-4D06-82E2-5E61FE9D6F08},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{394E7B63-A7F6-435C-9BCE-936CEE8B121C},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{D64C6ABD-2F81-4FAD-B514-AA95389D9D05},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{C12A5308-B223-42F9-BE1D-783D7590F597},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{5EE85500-58B5-4B4B-8222-9A102F9A7039},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{BB87E7C2-DE84-4781-A4D8-6B7F058DBC1D},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{5EE85500-58B5-4B4B-8222-9A102F9A7039},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{B52CE28F-9399-428A-AABC-F3F20A01BA9A},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{5EE85500-58B5-4B4B-8222-9A102F9A7039},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{8EC5928A-FD50-419B-829E-87560E0F8AFC},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{5EE85500-58B5-4B4B-8222-9A102F9A7039},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{26E558FA-58C2-40D1-B0FC-343EC7A4CF87},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{EB655316-0473-4EFC-A6F4-DD0F6ADBCAF6},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{A93A082A-FC61-48C0-8131-896D0E4CB532},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{63D96F3F-4F96-4582-968A-66F5F3451AD7},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{C05DC033-C699-4D40-B155-EF9A60CEB52E},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{63D96F3F-4F96-4582-968A-66F5F3451AD7},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{53A17065-8D77-405C-AAF3-7B10697CAB3B},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{63D96F3F-4F96-4582-968A-66F5F3451AD7},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{2CCD2A7C-0CF8-42CC-903B-3E765C9E0888},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{4A9B4FAD-31F1-40BE-99DE-59DFA7DC03F0},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{FD8B04B0-CC2C-431C-A117-B7A5601D1E13},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{4A9B4FAD-31F1-40BE-99DE-59DFA7DC03F0},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{F0A221F0-BB57-4B8B-8906-B937FD973206},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{4A9B4FAD-31F1-40BE-99DE-59DFA7DC03F0},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{EA55FF66-83DE-48C5-B00D-53459C9A84B3},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{4A9B4FAD-31F1-40BE-99DE-59DFA7DC03F0},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{4A9C0715-6EA2-4651-B11D-BE84605CDCEF},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{F8CFF6C1-37C5-4517-BC06-24C3127F3C09},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{A8DCC780-62B2-4A56-A6FE-6F351230214D},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{873727EE-0A52-4339-BAC9-B01E3051FC15},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{A52364A5-CA84-46A9-B0AA-A0403A946B58},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{873727EE-0A52-4339-BAC9-B01E3051FC15},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{65248D14-A778-4757-9756-A444A6C899D4},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{F9F79525-EFE9-4F04-AB7C-AE13487A0392},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{F10AD430-32B4-48C0-9B52-6A0175BB46EC},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{6E2DCFDB-2133-40B5-BF6A-CF142B61D36D},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{AAD7C66B-AE05-4CAD-A4B1-BB589079E4A6},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{6E2DCFDB-2133-40B5-BF6A-CF142B61D36D},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{98E43FAB-8ECB-4987-A56F-2B306A268BED},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{037578FD-AACC-41AF-9E11-E84B4435413E},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{E2A4CBD2-A06E-49AA-BB0C-E8FAB0F41CBA},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{037578FD-AACC-41AF-9E11-E84B4435413E},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{C725E7AA-0ECA-4C35-A8B2-7D32EC60074E},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{037578FD-AACC-41AF-9E11-E84B4435413E},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{AD23D536-3DB3-455D-A25F-01F8A955F85A},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{74BF209F-46CE-4DDC-857F-C8951F34C419},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{7161646F-F979-47DD-B723-3A152429905F},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{F42E9A04-D9CA-4279-A1E6-915B90AB9C72},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{F43A211A-0B39-4B48-80B7-6FFB09787A1C},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{F42E9A04-D9CA-4279-A1E6-915B90AB9C72},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{74D1FE09-9D5F-4D4C-B369-B76C53DFA7AE},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{F42E9A04-D9CA-4279-A1E6-915B90AB9C72},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{5ED0FCCB-C28D-4E7B-9CE6-4994858955B2},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{F42E9A04-D9CA-4279-A1E6-915B90AB9C72},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{5A034815-5E08-4AAC-9736-90B411BE84BB},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{F42C39B2-59F6-43BA-B7E2-C8485948B129},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{46F679C4-0926-4473-9C9F-C0D04D4C107E},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{ECD4CA46-81E3-4D13-AB80-9A18BA7A5414},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{D8482155-1061-42E0-B270-37B69D9019D4},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{7503DFA0-A7C1-4911-8D03-9F4E5B645BAB},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{E7D63C0D-F05C-47D4-B051-18E8F876365A},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{7503DFA0-A7C1-4911-8D03-9F4E5B645BAB},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{C4391BF4-36B7-422E-886D-18BCEDF5578D},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{7503DFA0-A7C1-4911-8D03-9F4E5B645BAB},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{82379259-C4BA-4B3D-94AB-196D40D541F6},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{7503DFA0-A7C1-4911-8D03-9F4E5B645BAB},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{672C2641-9F1D-4070-92C1-4D982AFEA5AD},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{74BF209F-46CE-4DDC-857F-C8951F34C419},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{C64784E7-6B17-4601-A78E-73F5992493AF},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{74BF209F-46CE-4DDC-857F-C8951F34C419},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{BA1CF569-1B72-4AB1-97D0-131FD33A6B7D},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{74BF209F-46CE-4DDC-857F-C8951F34C419},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{8D76C767-6E8C-4ACE-90EF-F5DB88ED9299},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{D4511084-79AE-4354-93EF-AFDA77BEF1D8},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{A2D8B838-8B5F-47E0-9961-C0C60130DD2B},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{D4511084-79AE-4354-93EF-AFDA77BEF1D8},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{1995A222-EB63-417A-924C-F9E6AC6F83C5},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{D441207B-9BE1-4008-A9EF-217ED7EA8A3F},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{B49151E3-7811-4EF8-862D-CD02C6D9F731},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{D441207B-9BE1-4008-A9EF-217ED7EA8A3F},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{B269496A-EDCE-4567-8B20-4316C7F82BB6},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{5B200E50-61CD-48CB-B303-7DE5FB7C385E},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{C31F5B26-C916-43D6-83C1-FE7E2F0B14EC},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{5B200E50-61CD-48CB-B303-7DE5FB7C385E},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{6E474916-B284-4ADD-B481-0EFDDC40CFAF},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{5B200E50-61CD-48CB-B303-7DE5FB7C385E},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{1C0B1EB0-956C-422A-9CC0-DC130C262782},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{5C349854-69F5-42B8-B8E5-2143010E36E0},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{E956BAA8-7241-41EF-9D53-51844A975CFE},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{4D1746D4-EFB0-407E-93FC-A87241EC763B},Low,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{EEED70D4-84C1-4F87-967F-0316963834FC},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Fuse,Underground Three Phase Load Break Elbow,{9E780486-DA8B-4F97-BAA9-E7F81F8C1F90},Single Terminal,ElectricDistributionDevice,Transformer,Pad Mounted Three Phase,{103FACA8-26AA-4810-BB1A-E3BBA077B1B1},High,
